%time.ns;field.joint2.degree;Field.velocity.degree/s
1407505571666790000;177.252929688;0
1407505571679810000;177.252929688;0
1407505571693940000;177.252929688;0
1407505571706930000;177.252929688;0
1407505571719940000;177.252929688;0
1407505571733890000;177.252929688;0
1407505571746910000;177.252929688;0
1407505571759880000;177.252929688;0
1407505571771870000;177.252929688;0
1407505571783910000;177.252929688;0
1407505571797940000;177.252929688;0
1407505571810960000;177.252929688;0
1407505571823040000;177.252929688;0
1407505571835940000;177.252929688;0
1407505571848980000;177.252929688;0
1407505571860990000;177.252929688;0
1407505571873020000;177.252929688;0
1407505571886960000;177.252929688;0
1407505571899850000;177.252929688;0
1407505571911930000;177.252929688;0
1407505571925950000;177.252929688;0
1407505571937950000;177.252929688;0
1407505571950930000;177.252929688;0
1407505571963900000;177.252929688;0
1407505571976920000;177.252929688;0
1407505571987970000;177.252929688;0
1407505572001950000;177.252929688;0
1407505572014920000;177.252929688;0
1407505572025890000;177.252929688;0
1407505572037920000;177.252929688;0
1407505572051900000;177.252929688;0
1407505572064890000;177.252929688;0
1407505572076790000;177.252929688;0
1407505572088920000;177.252929688;0
1407505572101830000;177.252929688;0
1407505572114880000;177.252929688;0
1407505572127810000;177.252929688;0
1407505572139790000;177.252929688;0
1407505572151780000;177.252929688;0
1407505572164840000;177.252929688;0
1407505572177830000;177.252929688;0
1407505572189790000;177.252929688;0
1407505572202800000;177.252929688;0
1407505572215860000;177.252929688;0
1407505572228980000;177.252929688;0
1407505572241920000;177.252929688;0
1407505572255990000;177.252929688;0
1407505572268850000;177.252929688;0
1407505572282020000;177.252929688;0
1407505572293980000;177.252929688;0
1407505572306950000;177.252929688;0
1407505572318910000;177.252929688;0
1407505572331010000;177.252929688;0
1407505572341970000;177.252929688;0
1407505572354990000;177.252929688;0
1407505572367990000;177.252929688;0
1407505572381000000;177.252929688;0
1407505572394950000;177.252929688;0
1407505572406930000;177.252929688;0
1407505572419990000;177.252929688;0
1407505572431950000;177.252929688;0
1407505572443870000;177.252929688;0
1407505572456860000;177.252929688;0
1407505572470810000;177.252929688;0
1407505572483840000;177.252929688;0
1407505572495840000;177.252929688;0
1407505572509870000;177.252929688;0
